Character,Dialogue,Season,Episode
RICHARD,"Yes. I've also reviewed your policy, and while I tip my hat to the criminal genius who convinced you to sign it, I find it appalling.",5,16
LORELAI,I knew the name Sheisty McSheisterson should have tipped me off.,5,16
RICHARD,You can do better. And I can help.,5,16
LORELAI,"Don't you tease me, Gilmore.",5,16
RICHARD,"Oh, no, I wouldn't dare.",5,16
LORELAI,So what do we do?,5,16
RICHARD,"Well, Philip will go over the property again, he'll take some pictures, and tomorrow I will put a new policy together for you.",5,16
LORELAI,"Oh my God, you're my lifesaver.",5,16
SOOKIE,"Hey, can I make you guys some lunch?",5,16
RICHARD,"No, thank you, Sookie.",5,16
LORELAI,"Come on, Dad. Not even a sandwich?",5,16
RICHARD,"I'll tell you what. I'll have some coffee, if you're offering.",5,16
LORELAI,We're offering.,5,16
SOOKIE,"I'll heat up some scones to go with it. RICHARD : Oh, no, I don't – uh, I don't want the –",5,16
LORELAI,"Forget it, Dad. You're getting scones.",5,16
RICHARD,"My God, this is a bossy place.",5,16
RICHARD,"You know, I have to say, Lorelai. You've done a wonderful job here. LORELAI : Thank you, Dad.",5,16
RICHARD,"Well, the restoration. The rooms. The homey feel. And the stables – very smart.",5,16
LORELAI,Yes.,5,16
RICHARD,People love horses.,5,16
LORELAI,They turned out to be quite a draw.,5,16
RICHARD,"Hmm. You know, small inns like this are very fashionable right now. The larger hotel chains are constantly searching to acquire charming places like this. They keep them just as theyare, usually retain the management. I could, uh, do a little sniffing around for you if you like.",5,16
LORELAI,Are you talking about selling my inn?,5,16
RICHARD,"Well, you would still run it. But you'd make a lot of money.",5,16
LORELAI,"I'm good, Dad.",5,16
RICHARD,"Well, you should really think about it.",5,16
LORELAI,"I don't think I'm going to be selling this place, but thank you for the suggestion.",5,16
RICHARD,"Yes, well, if you change your mind.",5,16
LORELAI,"Yes, I know where to find you.",5,16
RICHARD,"Oh, my, what is that heavenly smell?",5,16
LORELAI,Scones.,5,16
RICHARD,I have never smelled anything as heavenly as this.,5,16
LORELAI,Wait till you taste them. LANE'S HOUSE,5,16
ZACH,"More bubbly, my dear?",5,16
LANE,Please.,5,16
ZACH,"I opened the bottle this afternoon, so it's just the way you like it. Nice and flat.",5,16
LANE,"You're very sweet. This whole thing was so sweet, Zach. Cooking me dinner?",5,16
ZACH,It was fun.,5,16
LANE,The sauce was amazing.,5,16
ZACH,"My own creation. Ragu with garlic salt, cayenne pepper and a dash of wasabi.",5,16
LANE,It made my ears pop.,5,16
ZACH,One of the benefits.,5,16
LANE,"Spaghetti was just right, too.",5,16
ZACH,I threw some up against the wall to tell if it was done. Made a shape like Peter Gabriel's big bloated head. It's still there if you want to see it. LANE : Yeah? Cool.,5,16
ZACH,"But not now, okay? Later.",5,16
LANE,"Oh, sure. ZACH : You're the best, you know. The coolest, the cutest.",5,16
LANE,"Aw, thanks. Back at you.",5,16
ZACH,I liked you the day I met you. I even remember what you were wearing.,5,16
LANE,"Oh, God. I probably looked like a pig. I need more clothes.",5,16
ZACH,"I want this to be right, you know?",5,16
LANE,Yeah. Absolutely.,5,16
ZACH,Music's good for you?,5,16
LANE,Sure.,5,16
LANE,That was nice.,5,16
ZACH,"Yeah, it was.",5,16
LANE,"We should probably clear the plates, right?",5,16
ZACH,What?,5,16
LANE,Just to get them soaking.,5,16
ZACH,"No. Uh, later. After.",5,16
LANE,Okay. After what? ZACH : After.,5,16
LANE,Right. After.,5,16
LANE,"Oh, my God!",5,16
ZACH,What?,5,16
LANE,You want to have sex.,5,16
ZACH,Kind of.,5,16
LANE,"Oh, my God!",5,16
ZACH,You didn't know where this was heading?,5,16
LANE,"How could I have known, Zach?",5,16
ZACH,I thought it was clear.,5,16
LANE,"How, how?",5,16
ZACH,I cooked. I never cook.,5,16
LANE,"I don't know that you've never cooked. I've known you, what, two years? This could be a dormant hobby.",5,16
ZACH,I lit candles.,5,16
LANE,I thought you were trying to save on electricity. Very prudent.,5,16
ZACH,I told you I wanted to have a special evening with you.,5,16
LANE,"That's a clue? ZACH : I don't say crap like ‘special evening', Lane! I play guitar!",5,16
LANE,Okay! But –,5,16
ZACH,I lined the path to the bedroom door with rose petals? You had to have seen that.,5,16
LANE,"I thought you tracked them in. You're always stepping in things, Zach.",5,16
ZACH,I don't know what else I could have done.,5,16
LANE,"Yeah, well, neither do I.",5,16
ZACH,What?,5,16
LANE,"You're right. You gave me, like, eighty-three clues, and I missed them all. I'm stupid.",5,16
ZACH,"You're not. I was just trying to be subtle and that's not my thing. I'm bad, I'm a bad man.",5,16
LANE,You're not bad. You're good. I'm stupid.,5,16
ZACH,I pushed you. I should be arrested.,5,16
LANE,"No, Zach. I should have known. We've been dating for what, four months? And we live together, and I'm twenty. You're a guy, and I'm a girl. Birds do it, bees do it.",5,16
ZACH,"So, what do you think?",5,16
LANE,"Oh, well, I have to wait until I get married.",5,16
ZACH,What?,5,16
LANE,I have to wait till I get married?,5,16
ZACH,I didn't know that.,5,16
LANE,Neither did I.,5,16
ZACH,Whoa.,5,16
LANE,"Yeah, whoa.",5,16
ZACH,I don't know if I'm okay with that.,5,16
LANE,I'm not sure if I'm okay with that either.,5,16
ZACH,What are you doing?,5,16
LANE,Cleaning up.,5,16
ZACH,I'll do it.,5,16
LANE,"No, Zach. You're not getting any tonight, the least I can do is clean up. ELDER GILMORE'S HOUSE – KITCHEN",5,16
RICHARD,"Emily, I don't believe we've finished talking about this. I think once you take a step back and think about this you will see that there is nothing to be upset about.",5,16
EMILY,"I'm not upset, Richard.",5,16
RICHARD,You're not.,5,16
EMILY,"No, I'm not.",5,16
RICHARD,"Oh, that flower just had it coming, I assume.",5,16
EMILY,"You're loving this, aren't you?",5,16
RICHARD,Loving what?,5,16
EMILY,"Rory won't even look at me, but it's ‘Grandpa, how was Greece?' and ‘Grandpa, I just love my gift'!",5,16
RICHARD,"Oh, now, Emily.",5,16
EMILY,"Lorelai won't take my calls, but runs to Daddy with her insurance problems.",5,16
RICHARD,"Well, her insurance company's been robbing her blind!",5,16
EMILY,Please.,5,16
RICHARD,"Well, would you like to see her policy? The deductible alone –",5,16
EMILY,You're the favorite and you're loving every single minute of it.,5,16
RICHARD,This is not a popularity contest.,5,16
EMILY,"No, not a contest. You've already won.",5,16
RICHARD,"Emily, you are acting incredibly immature!",5,16
EMILY,You couldn't wait to run over to that inn of hers for your secret clandestine meeting!,5,16
RICHARD,"Well, how clandestine could it be? I just told you about it.",5,16
EMILY,I do not understand why you refuse to stand by me on this.,5,16
RICHARD,Why haven't we gotten stools in here?,5,16
EMILY,I did what I did for her own good!,5,16
RICHARD,Of course you did!,5,16
EMILY,"I only want the best for her, and since she is incapable of judging what is right and what is wrong, I had to step in! I had to act!",5,16
RICHARD,"Yes, you did. You acted and it backfired.",5,16
EMILY,Richard!,5,16
RICHARD,"Well, you did! It was a noble effort, but it failed. And now we have to deal with the reality in front of us. However misguided Lorelai's feelings are right now, the fact is, she is not willing to deal with you. She will, however, deal with me. And at least this way we still have contact with her.",5,16
EMILY,"Contact, please.",5,16
RICHARD,"And hopefully, with time, we will be able to convince her to come back and things will return to normal. However, if we simply cut her off, no contact whatsoever, then the odds of being able to get things back to the status quo are not very good at all. Don't you agree? I thought so. All right, now don't worry. I have everything under control. EMILY : Of course you do. Because you're the favorite. STARS HOLLOW BOOKSTORE",5,16
LANE,I can't believe it. I just cannot believe it!,5,16
RORY,It's okay.,5,16
LANE,How did this happen? I started listening to rock music when I was seven years old. I snuck makeup on at school. I managed to join a band without anyone knowing. I had a boyfriend who my mother thought was a Christian guitarist. And I ate spicy condiments like they were going out of style.,5,16
RORY,Lane.,5,16
LANE,"I drank soda, ate hamburgers, wore jewelry, I danced.",5,16
RORY,Not very well.,5,16
LANE,"Hey, any skill level's a sin. And then I moved out and I lived with two guys. I mean, nothing else stuck. Nothing. So why this?",5,16
RORY,It's a mystery.,5,16
LANE,"Why couldn't the gluten-free thing stick? I could've lived with that. Or the not dancing thing. Oh, you should have seen Zach's face, it was like -",5,16
RORY,Like he realized he wasn't going to have sex with you until the wedding night.,5,16
LANE,"Yes! Exactly. God, this blows!",5,16
RORY,A lot of people wait until they're married to have sex.,5,16
LANE,Yes. Jessica Simpson and Donna from 90210.,5,16
RORY,And a couple of others.,5,16
LANE,"Oh, my God, what if I never get married?",5,16
RORY,You'll get married.,5,16
LANE,If I never get married then I'll never have sex.,5,16
RORY,"You'll get married, you'll have sex.",5,16
LANE,That's easy for you to say. You've already had sex with two different guys. All within a one year period.,5,16
RORY,"Okay, you're making me sound a little slutty.",5,16
LANE,"Well, why shouldn't you be slutty? You have absolutely no mother-taught morals standing in the way of you and your sluttiness.",5,16
RORY,"Oh. Well, when you put it that way.",5,16
LANE,Is it great?,5,16
RORY,Is what great?,5,16
LANE,Sex! Is it great?,5,16
RORY,"Not in front of the books, Lane.",5,16
LANE,What am I saying? It's great. And I will never experience it because by the time I'm ready to get married all the men will have been taken by women who didn't grow up in my household!,5,16
RORY,Going out to find a husband?,5,16
LANE,I have to get extra trash bags for the diner.,5,16
RORY,All right. Call me later.,5,16
LANE,You're in my head! Are you happy? You are in my head! MRS.,5,16
KIM,What? STARS HOLLOW BOOKSTORE,5,16
LOGAN,Hello?,5,16
RORY,We were both wrong.,5,16
LOGAN,About?,5,16
RORY,Hemingway's manuscripts were stolen in Hadley's suitcase at the Gare de Lyon.,5,16
LOGAN,Huh.,5,16
RORY,Yep. Just thought you should know. We're both dumb.,5,16
LOGAN,Guess we found each other.,5,16
RORY,Guess we did. So how's the outing in the woods going?,5,16
LOGAN,It was going fine until Finn decided to go through one of his naked phases.,5,16
RORY,Yikes.,5,16
LOGAN,Yeah. Suddenly the cabin seemed very small.,5,16
RORY,I bet.,5,16
LOGAN,"Plus it got boring, and there's too many people there I know, so I decided to cut my skiing trip short.",5,16
RORY,Yeah? Where are you now?,5,16
LOGAN,Yale.,5,16
RORY,What?,5,16
LOGAN,"Yep. Seems like I got the whole place to myself, too.",5,16
RORY,I bet. Everybody's gone for spring break.,5,16
LOGAN,You know it's nice like this. Very quiet. Lots of privacy. It's too bad you're not here.,5,16
RORY,And why is that?,5,16
LOGAN,I just think you'd like it.,5,16
RORY,"Well, take me a p icture.",5,16
LOGAN,"You know if, by chance, you decided to cut your spring break short, you could be here with me to see it yourself.",5,16
RORY,"Oh, really?",5,16
LOGAN,"Just a suggestion, Ace.",5,16
RORY,"Well, I'll think about it. LORELAI'S HOUSE – LIVING ROOM RORY : So you're sure you're okay with this?",5,16
LORELAI,"Oh, my God, for the fiftieth time, yes.",5,16
RORY,But I know you had the whole week planned out. I saw the DVD's.,5,16
LORELAI,"Oh, hon.",5,16
RORY,Woman Under the Influence?,5,16
LORELAI,A.k.a. the story of me.,5,16
RORY,Soap marathon.,5,16
LORELAI,All can be done at a later time.,5,16
RORY,Okay. How about next weekend?,5,16
LORELAI,"Mm, let me check my spinster catalogue. No, I'm going to be knitting toilet paper cozies till three. But after that I'm good.",5,16
RORY,"Great, and we can do the Friday night Weston's dessert thing again next week.",5,16
LORELAI,"Yeah, whatever you want.",5,16
RORY,Okay. You're sure you're not mad?,5,16
LORELAI,"Oh, well, you'll never truly know until you read my memoir.",5,16
RORY,"Oh, well.",5,16
LORELAI,Wait. So you'll always have clean underwear.,5,16
RORY,Mom –,5,16
LORELAI,Take them.,5,16
RORY,"Ah. Clean underwear, priceless.",5,16
LORELAI,And I'm going to cover the books you bought from Andrew.,5,16
RORY,No.,5,16
LORELAI,Yes.,5,16
RORY,You're an enabler.,5,16
LORELAI,I know. You're my only daughter. That I know of.,5,16
RORY,"Mom, thanks.",5,16
LORELAI,"You're welcome. So, he came back early, huh?",5,16
RORY,"Oh, yeah. Um, he said there just wasn't much to do up at the cabin, and it just got kind of cramped and gross with all those guys, so –",5,16
LORELAI,"So, he came back early, huh?",5,16
RORY,Yeah. LORELAI : Bye.,5,16
RORY,Bye. LUKE'S DINER,5,16
KIRK,"Oh, my God, I love this stuff I think is meatloaf.",5,16
KIRK,Sorry. [Emily enters the diner. She stand by the door.[,5,16
EMILY,"Hello, Luke.",5,16
EMILY,"When you get a moment, I'd like to have a word with you.",5,16
LUKE,I'm busy right now.,5,16
EMILY,That's fine. I'll just wait here until things die down. You have a wide selection here. What is mud pie?,5,16
KIRK,"Oh, that's awesome. It's chocolate pie with Oreo cookie crust, and sometimes you can get Luke to put gummy worms in it, like worms in the mud, so, you can imagine.All times are UTC-05:00 Page 1 of 1EMILY : Well, you've painted a wonderful picture. Your coffeemaker seems to be full now. LUKE : Coffee, Kirk?",5,16
KIRK,"Oh, no. I can't drink coffee. It makes my lungs hurt. Thanks. EMILY : Would you mind excusing us?",5,16
KIRK,"Oh, um, okay.",5,16
EMILY,"My daughter and I aren't speaking. She won't take my calls, she won't come to dinner. She apparently wants nothing to do with me. I'm sure you know that Lorelai and I have had many battles. Most of them have been because I feel that I know what's best for her. But Lorelai has her own ideas about what she thinks will make her happy. She wants you, Luke. She's made her choice, God help her, but there it is. It doesn't matter if I agree with it, I can't fight it. You've won. Go back to her. I promise I will stay out of it. You're going to have to clean that window. LORELAI'S HOUSE",5,16
JUDY,"The night is bitter, the stars have lost their glitter. The winds grow colder, suddenly you're older, and all because of the man that got away.",5,16
JUDY,"No more his eager call, the writing's on the wall, the dreams you've dreamed have all gone astray. ____________________END______________________ Powered by phpBB® Forum Software © phpBB Limited",5,16
HTTPS,//transcripts.foreverdreaming.org/ 05x17 - Pulp,5,17
FRICTIONHTTPS,//transcripts.foreverdreaming.org/viewtopic.php?t=6399 05x17 - Pulp Friction by bunniefuu LUKE'S DINER,5,17
KIRK,"Ribbons here! Return your ribbons here! That's right, folks! Thank you, sir. In the box, ma'am. Ribbons here, return your ribbons here!",5,17
LUKE,"Kirk, stop that.",5,17
KIRK,"Can't stop yet, Luke. Haven't got them all yet.",5,17
LUKE,"I mean it, put the box away.",5,17
KIRK,"Luke, you and Lorelai have reconciled.",5,17
LUKE,"I know, Kirk. I was there.",5,17
KIRK,"And since you two have reconciled, it's only appropriate that the citizens of Stars Hollow take off their pins and start to heal. In my case, literally. I caught about an inch of chest-flesh with this sharp little sucker.",5,17
LUKE,Kirk -,5,17
KIRK,Lulu! Hey!,5,17
LULU,"No, Kirk! I like my ribbon! It's pink! I like pink!",5,17
KIRK,This is bigger than your love of pink! LULU : No!,5,17
KIRK,"Lulu! Lulu, get back here! Lulu!",5,17
LORELAI,"Wow, did you see that?",5,17
LUKE,"You know, if someone opened a store in this town selling giant butterfly nets, they'd make a fortune.",5,17
LORELAI,"Come on, the crazy need love too.",5,17
POSTED,03/20/0512:07,5,17
LUKE,Speaking of which - Welcome back.,5,17
LORELAI,Nice to be here.,5,17
LUKE,Want some coffee?,5,17
LORELAI,"Oh, say that again, slower and with your pants off.",5,17
LUKE,What's that?,5,17
LORELAI,"My pretty, pretty face?",5,17
LUKE,That's a Weston's coffee cup.,5,17
LORELAI,Is it?,5,17
LUKE,"You bring an enemy coffee cup in here on the day of our reconciliation. LORELAI : At least I didn't ask you for a favor on this, the day of our daughter's wedding.",5,17
LUKE,Get that coffee out of here.,5,17
LORELAI,This is not coffee. This is a mocha chocolate caramel swirl-a-chino with extra whip cream.,5,17
LUKE,That sounds disgusting.,5,17
LORELAI,"It is. And if it was physically possible to make love to a hot beverage, this would be the one.",5,17
LUKE,So apparently I've got competition.,5,17
LORELAI,"No, no, no. It's just a fling. I'll finally spend the night with it, but then when I see it in the morning with the caramel un-swirled and the whip cream un-whipped, huh! Buh-bye.",5,17
KIRK,"Man, that was hard. She must have stretched first. OPENING CREDITS YALE CAMPUS",5,17
RORY,"So, judging from the snoring I'm guessing you love the theater.",5,17
LOGAN,That was not a snore. That was a groan.,5,17
RORY,It was not a painful play.,5,17
LOGAN,Any play is a painful play for me.,5,17
RORY,"Well, that's too bad, because you're going to miss out on some wonderful things.",5,17
LOGAN,"Yeah, like what? RORY : My mom took me to see Caroline, or Change in New York, Tony Kushner's musical, and it was the most amazing thing we ever saw. Tony Kushner wrote Angels in America.",5,17
LOGAN,I know who Tony Kushner is.,5,17
RORY,So you've seen his plays?,5,17
LOGAN,"No, my mom plays Canasta with him every month he's in town.",5,17
RORY,Tony Kushner plays Canasta with your mother?,5,17
LOGAN,"Badly, but yes.",5,17
RORY,"You have a magical life, Huntzberger! And you don't even know it.",5,17
LOGAN,"So, where to next?",5,17
RORY,"Oh, I don't know. Mah Jongg with Mamet?",5,17
LOGAN,How does ice cream sound?,5,17
RORY,Ice cream sounds great.,5,17
LOGAN,Then ice cream it is.,5,17
RORY,"Whoa, Logan! Where are we going? Slow down.",5,17
LOGAN,"Slow down and you die, Ace.",5,17
RORY,"Yeah, you go too fast in heels and you kind of die also. YALE CAMPUS - DINING HALL",5,17
RORY,What are we doing?,5,17
LOGAN,We're getting ice cream.,5,17
RORY,But the dining hall's closed. We're breaking in.,5,17
LOGAN,That's a very negative way of looking at it.,5,17
RORY,How do you have a key to the dining hall?,5,17
LOGAN,I know a lot of very powerful locksmiths.,5,17
RORY,"Well, what happens if we get caught? Could we get suspended? They can't kick you out of school for this, can they?",5,17
LOGAN,"Hey, relax. Look around. For tonight this is all yours.",5,17
RORY,It is kind of cool.,5,17
LOGAN,Wait till you see the kitchen.,5,17
RORY,"Whoa! Oh, I've never seen the cereal completely full before. I'm never here early enough! I knew they had Cocoa Puffs.",5,17
LOGAN,"Go crazy, Ace.",5,17
RORY,"No, we're getting ice cream.",5,17
LOGAN,"There's no rule that says you can't have ice cream and cereal. Go on, get your Cocoa Puffs. RORY : First Cocoa Puffs of the day. This is a historic moment.",5,17
LOGAN,"Okay. Next stop, ice cream.",5,17
RORY,Mm.,5,17
LOGAN,What are you doing?,5,17
RORY,I'm looking for the swipe machine so I can deduct points from my meal plan.,5,17
LOGAN,"You're kidding, right?",5,17
RORY,"Well, the school pays for the food.",5,17
LOGAN,"Trust me. With all the money my family has donated to this school, they can afford to be out of a few Cocoa Puffs. Let's go.",5,17
RORY,This is fun.,5,17
LOGAN,You're an easy girl to please. Let's hit the kitchen.,5,17
RORY,'Kay.,5,17
LOGAN,"Ace, come on!",5,17
RORY,"I'm coming! DRAGONFLY INN LORELAI : Oh, okay, thanks. That's enough there. Just make sure you get the stairs now. Oh, no, those go outside. Anacencia will take care of you.",5,17
LORELAI,"Oh, what a surprise! A plate of cookies on the coffee table to match the basket ofcupcakes on the reception desk.",5,17
SOOKIE,What? I always do this.,5,17
LORELAI,"Oh, you always do this when a photographer from American Travel magazine is coming to photograph us for - SOOKIE and LORELAI : One of the Top Ten Inns in Connecticut! SOOKIE : I have no idea what you're talking about.",5,17
LORELAI,"You know, I moved the furniture in the bedrooms around four times last night.",5,17
SOOKIE,And you ended up?,5,17
LORELAI,With everything in exactly the same place I started with.,5,17
LORELAI,"Oh, the dining room looks beautiful.",5,17
SOOKIE,Thank you.,5,17
LORELAI,"And, what a surprise, a cake on every table.",5,17
SOOKIE,So no one has to share.,5,17
LORELAI,"Okay, floor looks good, table looks good. Hey, what happened to our books?",5,17
SOOKIE,What do you mean?,5,17
LORELAI,"All our beautiful, leather-bound books. Jonathon Swift, Edith Wharton, Charles Dickens. A lot of them are gone.",5,17
SOOKIE,The guests must have swiped 'em.,5,17
LORELAI,"They swiped Jonathon Swift and left me with Clifford, the Big Red Dog and five copies of He's Just Not That Into You.",5,17
SOOKIE,We've been airplane booked.,5,17
LORELAI,"Oh, we've got to get them out of here. Hey Eddie? Will you get these out of here? I'll raid Rory's leftovers tonight.",5,17
MICHEL,"Well, there everybody is. Who missed Michel?",5,17
LORELAI,Huh. Trick question?,5,17
SOOKIE,How was California?,5,17
MICHEL,"Ah, you know, it is insanity. What is different about me?",5,17
SOOKIE,You're wearing sunglasses inside?,5,17
MICHEL,They're not sunglasses. They are eyewear. Everyone in Los Angeles wears pairs and pairs of eyewear.,5,17
LORELAI,"Well, you look great.",5,17
MICHEL,"Oh, I tell you, I belong out there. Everybody is thin and gorgeous. Oh, there is this place on Sunset Boulevard, a Coffee Bean and Tea Leaf, and everybody there talks exactly like me.",5,17
LORELAI,Wow.,5,17
MICHEL,I got Botox.,5,17
SOOKIE,Ow.,5,17
MICHEL,"Dr. Wu, oh, she's a genius. Everyone goes there. And look. I got them done by the same guy who does Nick Lachey. Okay, gather around. I brought gifts.",5,17
LORELAI,"Gifts, great!",5,17
MICHEL,"Oh, the shopping out there, unbelievable. Rodeo Drive, dig a hole and drop me in, even if I'm not dead yet. Okay, for you and for you. LORELAI : Huh.",5,17
MICHEL,"It's a smog globe. They are so funny in California. SOOKIE : Well, what do you know. He's Just Not That Into You.",5,17
MICHEL,"I heard it's a fabulous book, and so true. Oh, I haven't told you the most amazing part yet.",5,17
LORELAI,You got your boobs done by the same guy who did Pamela Anderson?,5,17
MICHEL,"No, though I did meet him at the Coffee Bean. I was at this place called the Farmer's Market, and I was just sitting there, minding anybody's business, and a man came up to me and asked if I would like to be a contestant on the Price is Right!",5,17
LORELAI,You're kidding!,5,17
MICHEL,"I was so stunned! I mean, I never considered being on a game show, but I was finished with my Bubble Tea, so I figured, why not?",5,17
SOOKIE,They just asked you to be on.,5,17
MICHEL,Yes.,5,17
SOOKIE,"Boy, that's weird. Jackson's cousin Monty did the Price is Right, and he told us that the contestants had to get up at the crack of dawn, sit in line for hours, with hundreds of tourists, and then show how enthusiastic of a contestant they would be. You know, jumping up and down, screaming and yelling.",5,17
MICHEL,You don't say.,5,17
SOOKIE,"Yeah. And they had to wear embarrassing t-shirts that said things like 'Pick Me, Bob! I neutered my dog!' And they spent weeks studying the price of Turtle wax and Hamburger Helper.",5,17
MICHEL,"Okay, fine! I may have jumped a little, but I did not wear a t-shirt.",5,17
LORELAI,Michel. What would Nick Lachey's teeth guy say?,5,17
MICHEL,"Make fun if you want, but I walked away the winner of over a hundred thousand dollar of cash and prizes!",5,17
LORELAI,Then what's with the cheap gifts?,5,17
SOOKIE,That's not even that smoggy. MICHEL : Why do I talk to you? Why?,5,17
LORELAI,"All right. I'm going to go run over to Luke's and grab some dinner, and then I will be back to finish the setup.",5,17
SOOKIE,Got it. LUKE'S DINER,5,17
KIRK,"Well, if you'd just put it in the box like I told you to, I wouldn't have had to follow you in. LUKE : Here's your fries.",5,17
LORELAI,"Mm, good.",5,17
LUKE,Where's your burger?,5,17
LORELAI,I ate it.,5,17
LUKE,I was gone two seconds.,5,17
LORELAI,"Ketchup, please?",5,17
LUKE,"By the time I get the ketchup, the fries'll be gone.",5,17
LORELAI,"You're right, forget the ketchup.",5,17
LUKE,Slow down!,5,17
LORELAI,I can't slow down. I only have fifteen minutes before I have to get back to the inn.,5,17
LUKE,You're going to make yourself sick.,5,17
LORELAI,"Yes, but my sickness will remind me of you, so it'll be romantic.",5,17
LUKE,Romantic nausea.,5,17
KIRK,I get that all the time.,5,17
LORELAI,Hit me w ith the pie.,5,17
LUKE,What pie?,5,17
LORELAI,The boysenberry pie.,5,17
LUKE,We're out of boysenberry pie.,5,17
LORELAI,How can you be out of boysenberry pie?,5,17
LUKE,Because someone ordered the last piece.,5,17
LORELAI,But I specifically asked you to save me a piece of boysenberry pie.,5,17
LUKE,"Uh, no you didn't.",5,17
LORELAI,"Uh, yes I did.",5,17
LUKE,When?,5,17
LORELAI,I left you a message.,5,17
LUKE,I never got a message.,5,17
LORELAI,I left it on your cell phone.,5,17
LUKE,"Oh, is that what that annoying beeping sound was?",5,17
LORELAI,Yes. It was telling you that your girlfriend called and asked you to save her some pie.,5,17
LUKE,"Well, I don't know how to use the voicemail. LORELAI : You don't?",5,17
LUKE,Or anything else on this stupid thing. I know how to make a call and answer a call and then I'm out.,5,17
LORELAI,"Give me that. You have got to learn how to use this thing because it is very powerful and wonderful, and it will change your life.",5,17
LUKE,What are you doing?,5,17
LORELAI,"I am putting my number on speed-dial, so all you have to do is press one, see, like 'I'm number one' and then - - oh, I wonder who that could be? Hello?",5,17
LUKE,Give me. No cell phones in the diner.,5,17
LORELAI,"Oh, see, wasn't that fun?",5,17
LUKE,Totally.,5,17
LORELAI,Want me to put it on vibrate for you?,5,17
LUKE,Fifteen minutes are up.,5,17
LORELAI,"Oh, crap, I got to go.",5,17
LUKE,Take a donut.,5,17
LORELAI,So then Sunday?,5,17
LUKE,Pick you up at eight.,5,17
LORELAI,I'll leave you a message letting you know your chances of getting lucky.,5,17
LORELAI,"Hey, Kirk, how's the ribbon collecting coming?",5,17
LUKE,"Oh, why do you get him started?",5,17
KIRK,I think we're near the finish line.,5,17
LORELAI,Who's winning?,5,17
LUKE,"Hey, this isn't a contest.",5,17
LORELAI,I just want to know.,5,17
LUKE,I don't care who's winning.,5,17
LORELAI,"Well, then you won't care if it's me. LUKE : Well, of course it's you. You're the one who makes the costumes for the Christmas pageant. You make the ornaments for the Firelight Festival. You go to the town meet ings. You say hello to people. You have a daughter that looks like she belongs on top of a Christmas tree. Everybody knows that gets you tons of points.",5,17
LORELAI,Yeah.,5,17
LUKE,There's no way to compete with that.,5,17
LORELAI,Kirk?,5,17
KIRK,You're kicking his ass.,5,17
LORELAI,Yes!,5,17
LUKE,This isn't a contest.,5,17
LORELAI,"No, not now, it isn't. Kirk, I want a final tally, because the ribbon loser is buying the ribbon winner dinner Sunday night.",5,17
LUKE,Loser pays? When did we agree on that?,5,17
LORELAI,"Oh, gee, I must have left that on your voicemail too. RORY'S CAR",5,17
RORY,Hey Mom.,5,17
LORELAI,Hey. How would you feel about doing a little shopping tomorrow?,5,17
RORY,Hurt. Confused. A little dirty.,5,17
LORELAI,I need to get a new getting-back-together-with-Luke dress for my back-together-with- Luke date.,5,17
RORY,"Oh, where do you want to go?",5,17
LORELAI,How about the new place where you got the scarf with the bows on it?,5,17
RORY,"Oh, yes, cute place.",5,17
LORELAI,I want to go to the cute place.,5,17
RORY,Ten o'clock?,5,17
LORELAI,"I'll be the one holding coffee. So, uh, what are you doing tonight?",5,17
RORY,Mom.,5,17
LORELAI,What? Are you driving? Sounds like you're driving.,5,17
RORY,I am driving.,5,17
LORELAI,You are? Where are you going?,5,17
RORY,"You know where I'm going, Mom.",5,17
LORELAI,Disneyland?,5,17
RORY,Nope.,5,17
LORELAI,Puppy world?,5,17
RORY,You're so immat ure. You're going to make me say it?,5,17
LORELAI,Say what? RORY : I am on my way to Friday night dinner.,5,17
LORELAI,Ah-ha-ha! That's right. You're on the road to Hellville.,5,17
RORY,Do not gloat.,5,17
LORELAI,I'm not gloating. I'm gloating with hand gestures.,5,17
RORY,Bye.,5,17
LORELAI,And a little soft shoe.,5,17
RORY,Got to go.,5,17
LORELAI,"Listen, enjoy your glazed woodcock with a side of truffled goose head.",5,17
RORY,"Oh, what a shame, I'm here.",5,17
LORELAI,You are not.,5,17
RORY,See you tomorrow.,5,17
LORELAI,"Oh, Rory, wait. I'm gloating with jazz hands.",5,17
RORY,"Bye, Mom. LUKE'S DINER",5,17
LUKE,"Finish up, Kirk. I'm closing up early.",5,17
KIRK,"You're going to see Lorelai tonight, aren't you?",5,17
LUKE,"Actually no, she's working. I'm going to see her Sunday night.",5,17
KIRK,That sounds nice. You guys probably spend a lot of time together.,5,17
LUKE,"Yes, we do.",5,17
KIRK,"And you probably sleep over at each other's houses, too. LUKE : Cookies are on the house, Kirk. Just go, okay?",5,17
KIRK,"You know, Lulu's my first real girlfriend. I had an imaginary girlfriend for a while when I was young, but she left me.",5,17
LUKE,"Well, that happens.",5,17
KIRK,I wish Lulu and I could have what you and Lorelai have.,5,17
LUKE,"Oh, you can have that, Kirk. You will have that. In fact, why don't you leave, and go have it right now?",5,17
KIRK,"You know, I live with my mother. LUKE : Apparently I'm officially in this conversation, don't know how it happened, but -",5,17
